yr,mon,week,yearwk,us,hfca,mal_notest_a_chw,mal_notest_a_hf,mal_notest_b_chw,mal_notest_b_hf,mal_htz_a_chw,mal_htz_a_hf,mal_htz_b_chw,mal_htz_b_hf,mal_rdt_a_chw,mal_rdt_a_hf,mal_rdt_b_chw,mal_rdt_b_hf,mal_ttal_a_chw,mal_ttal_a_hf,mal_ttal_b_chw,mal_ttal_b_hf,mal_ttas_a_chw,mal_ttas_a_hf,mal_ttas_b_chw,mal_ttas_b_hf,tot_htz_a_chw,tot_htz_a_hf,tot_htz_b_chw,tot_htz_b_hf,tot_rdt_a_chw,tot_rdt_a_hf,tot_rdt_b_chw,tot_rdt_b_hf,tot_a_chw,tot_a_hf,tot_b_chw,tot_b_hf,len
2016,8,33,2016W33,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,2,0,6,0,22,0,48,7
2016,8,33,2016W33,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,4,0,11,0,40,7
2016,8,33,2016W33,Motaze,cs_motaze,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,2,19,3,40,5,71,23,208,7
2016,8,33,2016W33,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,5,3,11,3,27,11,73,7
2016,8,33,2016W33,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,3,6,3,7,15,7
2016,8,33,2016W33,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,2,2,1,3,4,14,6,46,7
2016,8,33,2016W33,Mapulanguene,cs_mapulanguene,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,5,0,8,0,35,7
2016,8,33,2016W33,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,2,0,6,0,2,0,6,,0,,0,,0,,0,0,5,0,23,0,12,0,45,7
2016,8,33,2016W33,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,8,34,2016W34,Magude-Sede,cs_magude,0,0,0,0,,0,,1,3,2,3,0,3,2,3,1,,0,,0,,7,,10,18,2,42,0,41,288,109,406,7
2016,8,34,2016W34,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,2,0,3,0,15,0,45,7
2016,8,34,2016W34,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,5,0,,0,40,7
2016,8,34,2016W34,Motaze,cs_motaze,0,0,0,0,,0,,0,0,0,2,3,0,0,2,3,,0,,0,,0,,0,3,3,9,18,13,45,31,204,7
2016,8,34,2016W34,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,1,1,3,3,10,10,19,52,7
2016,8,34,2016W34,Mahel,cs_mahel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,7
2016,8,34,2016W34,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,2,0,5,2,15,1,49,7
2016,8,34,2016W34,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,5,0,8,0,43,7
2016,8,34,2016W34,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,2,0,1,0,3,,0,,0,,0,,1,0,5,0,13,0,17,0,42,7
2016,8,34,2016W34,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,9,35,2016W35,Magude-Sede,cs_magude,0,0,0,0,,1,,2,6,1,5,5,6,2,5,7,,0,,0,,6,,24,26,9,30,35,66,209,120,575,7
2016,9,35,2016W35,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,1,0,3,0,13,0,50,7
2016,9,35,2016W35,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,1,0,9,0,37,7
2016,9,35,2016W35,Motaze,cs_motaze,0,0,0,0,,0,,0,2,1,4,3,2,1,4,3,,0,,0,,0,,0,5,5,11,25,10,61,38,185,7
2016,9,35,2016W35,Panjane,cs_panjane,0,0,0,0,,0,,0,2,0,4,0,2,0,4,0,,0,,0,,0,,0,5,5,11,25,10,61,38,185,7
2016,9,35,2016W35,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,3,15,23,7
2016,9,35,2016W35,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,4,0,8,0,17,0,51,7
2016,9,35,2016W35,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,1,0,7,0,40,7
2016,9,35,2016W35,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,6,0,10,0,19,0,53,7
2016,9,35,2016W35,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,9,36,2016W36,Magude-Sede,cs_magude,0,0,0,0,,2,,2,1,3,7,10,1,5,7,12,,0,,0,,3,,16,19,9,50,34,59,233,187,628,7
2016,9,36,2016W36,Facazissa,cs_facazissa,0,0,0,0,,0,,0,4,0,5,0,4,0,5,0,,0,,0,,0,,0,10,2,16,7,19,16,40,39,7
2016,9,36,2016W36,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,5,0,8,0,27,0,56,7
2016,9,36,2016W36,Motaze,cs_motaze,0,0,0,0,,0,,0,3,0,4,4,3,0,4,4,,0,,0,,0,,0,6,10,10,30,14,55,33,192,7
2016,9,36,2016W36,Panjane,cs_panjane,0,0,0,0,,0,,0,1,0,4,0,1,0,4,0,,0,,0,,0,,0,2,0,5,0,9,14,39,61,7
2016,9,36,2016W36,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,2,2,3,20,21,7
2016,9,36,2016W36,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,2,0,0,0,2,0,,0,,0,,0,,0,0,2,3,8,2,11,5,44,7
2016,9,36,2016W36,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,4,0,8,0,11,0,46,7
2016,9,36,2016W36,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,5,0,12,0,37,7
2016,9,36,2016W36,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,9,37,2016W37,Magude-Sede,cs_magude,0,0,0,0,,1,,2,3,0,3,4,3,1,3,6,,0,,0,,2,,6,11,12,14,19,58,262,168,494,7
2016,9,37,2016W37,Facazissa,cs_facazissa,0,0,0,0,,0,,0,3,0,5,1,3,0,5,1,,0,,0,,0,,0,7,7,13,14,20,23,48,56,7
2016,9,37,2016W37,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,2,0,6,0,13,0,46,7
2016,9,37,2016W37,Motaze,cs_motaze,0,0,0,0,,0,,0,1,4,2,6,1,4,2,6,,0,,0,,0,,0,2,14,4,44,3,63,26,215,7
2016,9,37,2016W37,Panjane,cs_panjane,0,0,0,0,,0,,0,0,1,0,0,0,1,2,0,,0,,0,,0,,0,0,10,2,3,18,21,23,60,7
2016,9,37,2016W37,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,6,1,2,1,15,12,7
2016,9,37,2016W37,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,2,1,0,0,2,1,,0,,0,,0,,0,0,4,2,11,3,14,4,53,7
2016,9,37,2016W37,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,5,0,7,0,33,7
2016,9,37,2016W37,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,2,0,26,0,69,7
2016,9,37,2016W37,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,9,38,2016W38,Magude-Sede,cs_magude,0,0,0,0,,1,,3,1,3,9,2,1,4,9,5,,0,,0,,6,,6,19,17,33,25,61,168,168,380,7
2016,9,38,2016W38,Facazissa,cs_facazissa,0,0,0,0,,0,,0,1,0,8,0,1,0,8,0,,0,,0,,0,,0,7,6,14,10,11,22,37,41,7
2016,9,38,2016W38,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,0,0,1,0,0,,0,,0,,0,,0,0,4,0,3,0,22,0,70,7
2016,9,38,2016W38,Motaze,cs_motaze,0,0,0,0,,0,,0,0,3,4,1,0,3,4,1,,0,,0,,0,,0,4,10,18,26,12,52,73,198,7
2016,9,38,2016W38,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,2,2,2,3,3,17,15,51,7
2016,9,38,2016W38,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,1,0,4,4,9,5,5,19,7
2016,9,38,2016W38,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,4,0,28,2,57,7
2016,9,38,2016W38,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,3,0,7,0,42,7
2016,9,38,2016W38,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,1,0,14,0,57,7
2016,9,38,2016W38,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,9,39,2016W39,Magude-Sede,cs_magude,0,0,0,0,,1,,4,5,0,6,8,5,1,6,12,,0,,0,,5,,8,13,9,28,32,46,110,95,585,7
2016,9,39,2016W39,Facazissa,cs_facazissa,0,0,0,0,,0,,0,3,0,9,0,3,0,9,0,,0,,0,,0,,0,8,5,26,10,10,23,34,45,7
2016,9,39,2016W39,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,0,0,7,0,2,0,40,7
2016,9,39,2016W39,Motaze,cs_motaze,0,0,0,0,,0,,0,1,1,2,6,1,1,2,6,,0,,0,,0,,0,7,3,16,30,12,43,43,177,7
2016,9,39,2016W39,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,1,3,3,3,6,21,24,55,7
2016,9,39,2016W39,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,0,0,1,1,5,4,4,18,7
2016,9,39,2016W39,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,4,2,15,4,58,7
2016,9,39,2016W39,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,1,0,2,5,2,3,8,26,7
2016,9,39,2016W39,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,6,0,58,7
2016,9,39,2016W39,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,1,4,2016W4,Magude-Sede,cs_magude,0,0,0,0,,0,,0,0,1,0,3,0,1,0,3,,0,,0,,0,,2,0,2,0,17,0,22,0,153,6
2016,1,4,2016W4,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,2,0,24,0,55,6
2016,1,4,2016W4,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,3,0,30,0,72,6
2016,1,4,2016W4,Motaze,cs_motaze,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,5,0,6,0,11,0,67,6
2016,1,4,2016W4,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,0,3,0,20,0,61,6
2016,1,4,2016W4,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,2,0,4,0,9,0,13,6
2016,1,4,2016W4,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,3,0,13,0,33,6
2016,1,4,2016W4,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,5,0,15,6
2016,1,4,2016W4,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2016,1,4,2016W4,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2016,10,40,2016W40,Magude-Sede,cs_magude,0,0,0,0,,0,,3,2,0,3,8,2,0,3,11,,0,,0,,1,,21,7,5,8,34,41,182,107,489,7
2016,10,40,2016W40,Facazissa,cs_facazissa,0,0,0,0,,0,,0,6,0,11,0,6,0,11,0,,0,,0,,0,,0,13,3,27,4,17,15,46,21,7
2016,10,40,2016W40,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,4,0,10,0,24,0,57,7
2016,10,40,2016W40,Motaze,cs_motaze,0,0,0,0,,0,,0,2,1,6,2,2,1,6,2,,0,,0,,0,,0,6,5,13,12,15,53,71,178,7
2016,10,40,2016W40,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,2,0,0,0,2,0,,0,,0,,0,,0,0,9,5,6,5,27,26,64,7
2016,10,40,2016W40,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,2,3,6,9,17,7
2016,10,40,2016W40,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,3,1,1,1,7,2,47,7
2016,10,40,2016W40,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,2,0,0,2,2,10,3,44,7
2016,10,40,2016W40,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,2,0,6,0,45,7
2016,10,40,2016W40,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,10,41,2016W41,Magude-Sede,cs_magude,0,0,0,0,,2,,0,1,0,4,4,1,2,4,4,,0,,0,,10,,17,9,12,15,19,42,230,103,577,7
2016,10,41,2016W41,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,7,0,12,0,42,7
2016,10,41,2016W41,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,0,4,0,13,0,44,7
2016,10,41,2016W41,Motaze,cs_motaze,0,0,0,0,,0,,0,3,4,6,5,3,4,6,5,,0,,0,,0,,0,17,7,16,13,26,50,81,216,7
2016,10,41,2016W41,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,2,0,0,0,2,0,,0,,0,,0,,0,2,6,8,9,3,16,27,52,7
2016,10,41,2016W41,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,1,4,0,11,11,50,7
2016,10,41,2016W41,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,1,0,12,0,47,7
2016,10,41,2016W41,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,3,9,1,13,12,42,7
2016,10,41,2016W41,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,2,0,1,0,2,,0,,0,,0,,0,0,2,0,10,0,14,0,36,7
2016,10,41,2016W41,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,10,42,2016W42,Magude-Sede,cs_magude,0,0,0,0,,0,,3,0,1,4,3,0,1,4,6,,0,,0,,1,,15,9,14,23,15,40,189,94,548,7
2016,10,42,2016W42,Facazissa,cs_facazissa,0,0,0,0,,0,,0,6,2,11,0,6,2,11,0,,0,,0,,0,,0,13,4,31,8,20,10,41,35,7
2016,10,42,2016W42,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,2,0,1,0,2,,0,,0,,0,,0,0,2,0,3,0,17,0,47,7
2016,10,42,2016W42,Motaze,cs_motaze,0,0,0,0,,0,,0,3,0,10,0,3,0,10,0,,0,,0,,0,,0,9,3,18,17,37,55,106,183,7
2016,10,42,2016W42,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,2,1,5,7,7,17,28,55,7
2016,10,42,2016W42,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,0,0,1,1,3,7,12,25,7
2016,10,42,2016W42,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,3,0,2,0,7,0,30,7
2016,10,42,2016W42,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,2,1,6,6,32,7
2016,10,42,2016W42,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,5,0,1,0,5,,0,,0,,0,,0,0,5,0,12,0,14,0,38,7
2016,10,42,2016W42,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,10,43,2016W43,Magude-Sede,cs_magude,0,0,0,0,,0,,3,3,1,15,4,3,1,15,7,,0,,0,,9,,28,16,18,33,21,78,205,137,461,7
2016,10,43,2016W43,Facazissa,cs_facazissa,0,0,0,0,,0,,0,10,0,8,1,10,0,8,1,,0,,0,,0,,0,14,0,26,9,17,10,44,38,7
2016,10,43,2016W43,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,0,4,0,20,0,53,7
2016,10,43,2016W43,Motaze,cs_motaze,0,0,0,0,,0,,0,4,0,10,2,4,0,10,2,,0,,0,,0,,0,10,6,18,6,22,117,85,194,7
2016,10,43,2016W43,Panjane,cs_panjane,0,0,0,0,,0,,0,2,1,0,0,2,1,0,0,,0,,0,,0,,0,2,5,2,9,2,25,14,61,7
2016,10,43,2016W43,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,1,1,3,2,4,7,7,26,7
2016,10,43,2016W43,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,1,1,8,4,13,7,51,7
2016,10,43,2016W43,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,3,1,4,0,17,4,34,7
2016,10,43,2016W43,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,2,0,6,0,2,0,6,,0,,0,,0,,0,0,4,0,18,0,22,0,64,7
2016,10,43,2016W43,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,11,44,2016W44,Magude-Sede,cs_magude,0,0,0,0,,0,,2,2,5,3,12,2,5,3,14,,0,,0,,1,,5,12,5,20,22,49,203,121,485,7
2016,11,44,2016W44,Facazissa,cs_facazissa,0,0,0,0,,0,,0,5,0,12,0,5,0,12,0,,0,,0,,0,,0,11,0,29,7,15,9,48,44,7
2016,11,44,2016W44,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,1,0,19,0,43,7
2016,11,44,2016W44,Motaze,cs_motaze,0,0,0,0,,0,,0,6,0,13,1,6,0,13,1,,0,,0,,0,,0,10,15,26,26,18,58,74,151,7
2016,11,44,2016W44,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,1,0,0,0,1,0,,0,,0,,0,,0,0,7,1,9,2,15,15,48,7
2016,11,44,2016W44,Mahel,cs_mahel,0,0,0,0,,0,,0,0,1,0,1,0,1,0,1,,0,,0,,0,,0,0,1,0,2,1,3,15,35,7
2016,11,44,2016W44,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,2,0,10,1,8,5,52,7
2016,11,44,2016W44,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,1,2,6,5,37,7
2016,11,44,2016W44,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,2,0,1,0,2,,0,,0,,0,,0,0,4,0,19,0,12,0,57,7
2016,11,44,2016W44,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,11,45,2016W45,Magude-Sede,cs_magude,0,0,0,0,,2,,2,1,2,9,4,1,4,9,6,,0,,0,,4,,10,21,12,36,17,54,246,116,478,7
2016,11,45,2016W45,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,1,0,3,0,1,0,3,,0,,0,,0,,0,0,2,0,9,0,6,0,38,7
2016,11,45,2016W45,Moine,cs_moine,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,1,0,6,0,17,0,55,7
2016,11,45,2016W45,Motaze,cs_motaze,0,0,0,0,,0,,0,1,2,2,9,1,2,2,9,,0,,0,,0,,0,8,9,15,41,19,42,45,197,7
2016,11,45,2016W45,Panjane,cs_panjane,0,0,0,0,,0,,0,0,1,2,0,0,1,2,0,,0,,0,,0,,0,1,7,7,7,5,21,16,58,7
2016,11,45,2016W45,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,7,0,20,7
2016,11,45,2016W45,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,1,1,0,8,1,7,3,54,7
2016,11,45,2016W45,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,1,0,0,0,1,0,0,2,,0,,0,,0,,2,1,1,0,5,2,7,5,25,7
2016,11,45,2016W45,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,5,0,0,0,5,,0,,0,,0,,0,0,0,0,13,0,11,0,47,7
2016,11,45,2016W45,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,11,46,2016W46,Magude-Sede,cs_magude,0,0,0,0,,4,,9,1,1,9,1,1,5,9,10,,0,,0,,9,,44,14,2,31,1,55,291,133,357,7
2016,11,46,2016W46,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,1,0,9,0,25,7
2016,11,46,2016W46,Moine,cs_moine,0,0,0,0,,0,,0,0,2,0,2,0,2,0,2,,0,,0,,0,,0,0,4,0,3,0,26,0,40,7
2016,11,46,2016W46,Motaze,cs_motaze,0,0,0,0,,0,,0,1,1,2,8,1,1,2,8,,0,,0,,0,,0,4,7,11,29,13,54,40,193,7
2016,11,46,2016W46,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,1,1,0,0,1,1,,0,,0,,0,,0,0,4,4,4,11,22,20,44,7
2016,11,46,2016W46,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,2,0,9,0,16,7
2016,11,46,2016W46,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,3,0,0,0,3,,0,,0,,0,,0,0,1,0,11,0,13,6,65,7
2016,11,46,2016W46,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,1,0,1,1,1,0,1,1,,0,,0,,0,,0,2,0,4,2,2,4,11,28,7
2016,11,46,2016W46,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,0,0,0,0,0,0,3,,0,,0,,0,,3,0,3,0,7,0,23,0,41,7
2016,11,46,2016W46,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,11,47,2016W47,Magude-Sede,cs_magude,0,0,0,0,,0,,2,2,1,7,7,2,1,7,9,,0,,0,,4,,12,17,12,26,17,45,195,106,432,7
2016,11,47,2016W47,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,4,0,14,0,28,7
2016,11,47,2016W47,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,1,0,1,0,1,,0,,0,,0,,0,0,6,0,11,0,27,0,59,7
2016,11,47,2016W47,Motaze,cs_motaze,0,0,0,0,,0,,0,4,0,4,7,0,0,0,7,,0,,0,,0,,0,6,5,11,20,13,50,58,186,7
2016,11,47,2016W47,Panjane,cs_panjane,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,3,8,8,7,18,20,14,71,7
2016,11,47,2016W47,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,2,0,0,0,2,,0,,0,,0,,0,0,1,0,4,0,6,0,31,7
2016,11,47,2016W47,Chicutso,cs_chicutso,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,1,2,10,3,10,6,45,7
2016,11,47,2016W47,Mapulanguene,cs_mapulanguene,0,0,0,0,,0,,0,0,0,1,2,0,0,1,3,,0,,0,,0,,0,0,1,3,9,1,7,6,57,7
2016,11,47,2016W47,Chichuco,cs_chichuco,0,0,0,0,,0,,0,0,1,0,5,0,1,0,5,,0,,0,,0,,0,0,2,0,14,0,21,0,69,7
2016,11,47,2016W47,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2016,12,48,2016W48,Magude-Sede,cs_magude,0,0,0,0,,0,,4,0,2,0,7,0,2,0,13,,0,,0,,0,,13,0,11,0,16,0,148,0,478,7
2016,12,48,2016W48,Facazissa,cs_facazissa,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,1,0,2,0,8,0,18,7
2016,12,48,2016W48,Moine,cs_moine,0,0,0,0,,0,,0,0,1,0,3,0,1,0,3,,0,,0,,0,,0,0,5,0,9,0,27,0,55,7
2016,12,48,2016W48,Motaze,cs_motaze,0,0,0,0,,0,,0,1,2,2,6,1,2,2,6,,0,,0,,0,,0,3,10,7,31,5,48,57,172,7
2016,12,48,2016W48,Panjane,cs_panjane,0,0,0,0,,0,,0,0,1,0,1,0,1,0,1,,0,,0,,0,,0,5,3,7,8,11,28,19,71,7
2016,12,48,2016W48,Mahel,cs_mahel,0,0,0,0,,0,,0,0,0,0,1,0,0,0,1,,0,,0,,0,,0,0,0,0,1,0,7,0,20,7
