yr,mon,week,yearwk,us,hfca,mal_notest_a_chw,mal_notest_a_hf,mal_notest_b_chw,mal_notest_b_hf,mal_htz_a_chw,mal_htz_a_hf,mal_htz_b_chw,mal_htz_b_hf,mal_rdt_a_chw,mal_rdt_a_hf,mal_rdt_b_chw,mal_rdt_b_hf,mal_ttal_a_chw,mal_ttal_a_hf,mal_ttal_b_chw,mal_ttal_b_hf,mal_ttas_a_chw,mal_ttas_a_hf,mal_ttas_b_chw,mal_ttas_b_hf,tot_htz_a_chw,tot_htz_a_hf,tot_htz_b_chw,tot_htz_b_hf,tot_rdt_a_chw,tot_rdt_a_hf,tot_rdt_b_chw,tot_rdt_b_hf,tot_a_chw,tot_a_hf,tot_b_chw,tot_b_hf,len
2015,4,14,2015W14,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,14,2015W14,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,15,2015W15,Magude-Sede,cs_magude,,,,,,,,,19,8,56,22,,,,,,,,,,,,,22,21,71,72,28,155,146,517,7
2015,4,15,2015W15,Facazissa,cs_facazissa,,,,,,,,,7,3,8,10,,,,,,,,,,,,,7,7,8,32,18,23,36,77,7
2015,4,15,2015W15,Moine,cs_moine,,,,,,,,,,0,,10,,,,,,,,,,,,,,2,,27,,32,,135,7
2015,4,15,2015W15,Motaze,cs_motaze,,,,,,,,,0,5,0,19,,,,,,,,,,,,,0,45,0,33,4,57,21,211,7
2015,4,15,2015W15,Panjane,cs_panjane,,,,,,,,,0,0,37,1,,,,,,,,,,,,,0,5,49,22,0,28,16,79,7
2015,4,15,2015W15,Mahel,cs_mahel,,,,,,,,,0,0,0,2,,,,,,,,,,,,,2,0,2,10,2,1,32,32,7
2015,4,15,2015W15,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,,6,,7,,54,7
2015,4,15,2015W15,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,2,,,,,,,,,,,,,4,0,6,7,4,16,36,42,7
2015,4,15,2015W15,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,15,2015W15,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,16,2015W16,Magude-Sede,cs_magude,,,,,,,,,17,60,49,64,,,,,,,,,,,,,23,122,69,100,35,468,239,465,7
2015,4,16,2015W16,Facazissa,cs_facazissa,,,,,,,,,4,1,14,12,,,,,,,,,,,,,4,9,14,40,17,26,53,87,7
2015,4,16,2015W16,Moine,cs_moine,,,,,,,,,,7,,33,,,,,,,,,,,,,,23,,62,,85,,228,7
2015,4,16,2015W16,Motaze,cs_motaze,,,,,,,,,0,4,0,29,,,,,,,,,,,,,0,13,0,95,6,73,21,233,7
2015,4,16,2015W16,Panjane,cs_panjane,,,,,,,,,0,1,20,3,,,,,,,,,,,,,0,3,30,12,0,24,17,80,7
2015,4,16,2015W16,Mahel,cs_mahel,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,2,12,0,8,22,35,7
2015,4,16,2015W16,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,14,,14,,68,7
2015,4,16,2015W16,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,2,4,4,0,21,32,40,7
2015,4,16,2015W16,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,16,2015W16,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,17,2015W17,Magude-Sede,cs_magude,,,,,,,,,48,21,82,28,,,,,,,,,,,,,64,11,132,105,89,217,226,496,7
2015,4,17,2015W17,Facazissa,cs_facazissa,,,,,,,,,6,2,20,1,,,,,,,,,,,,,12,11,46,13,12,28,54,55,7
2015,4,17,2015W17,Moine,cs_moine,,,,,,,,,,0,,7,,,,,,,,,,,,,,3,,11,,17,,30,7
2015,4,17,2015W17,Motaze,cs_motaze,,,,,,,,,0,0,0,23,,,,,,,,,,,,,0,15,0,61,2,72,16,207,7
2015,4,17,2015W17,Panjane,cs_panjane,,,,,,,,,4,0,22,5,,,,,,,,,,,,,4,3,58,28,0,33,29,83,7
2015,4,17,2015W17,Mahel,cs_mahel,,,,,,,,,0,1,0,1,,,,,,,,,,,,,0,1,0,5,0,12,20,32,7
2015,4,17,2015W17,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,,7,,22,,85,7
2015,4,17,2015W17,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,2,,,,,,,,,,,,,0,0,0,3,0,10,22,48,7
2015,4,17,2015W17,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,4,17,2015W17,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,18,2015W18,Magude-Sede,cs_magude,,,,,,,,,34,20,79,30,,,,,,,,,,,,,45,49,119,75,59,543,177,402,7
2015,5,18,2015W18,Facazissa,cs_facazissa,,,,,,,,,6,3,13,5,,,,,,,,,,,,,4,8,23,10,2,11,20,15,7
2015,5,18,2015W18,Moine,cs_moine,,,,,,,,,,9,,14,,,,,,,,,,,,,,13,,42,,61,,107,7
2015,5,18,2015W18,Motaze,cs_motaze,,,,,,,,,0,1,0,15,,,,,,,,,,,,,0,7,0,46,1,80,22,206,7
2015,5,18,2015W18,Panjane,cs_panjane,,,,,,,,,6,6,6,14,,,,,,,,,,,,,6,8,30,41,4,54,12,106,7
2015,5,18,2015W18,Mahel,cs_mahel,,,,,,,,,0,1,0,1,,,,,,,,,,,,,0,1,0,7,0,12,16,32,7
2015,5,18,2015W18,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,0,,3,,13,,52,7
2015,5,18,2015W18,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,0,1,,,,,,,,,,,,,0,2,4,12,4,9,26,54,7
2015,5,18,2015W18,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,18,2015W18,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,19,2015W19,Magude-Sede,cs_magude,,,,,,,,,36,9,82,29,,,,,,,,,,,,,54,73,124,35,75,333,210,466,7
2015,5,19,2015W19,Facazissa,cs_facazissa,,,,,,,,,4,0,7,8,,,,,,,,,,,,,10,8,31,24,0,47,2,19,7
2015,5,19,2015W19,Moine,cs_moine,,,,,,,,,,1,,9,,,,,,,,,,,,,,8,,23,,24,,86,7
2015,5,19,2015W19,Motaze,cs_motaze,,,,,,,,,0,3,0,19,,,,,,,,,,,,,0,7,0,53,1,57,14,220,7
2015,5,19,2015W19,Panjane,cs_panjane,,,,,,,,,12,0,15,5,,,,,,,,,,,,,12,12,25,40,12,41,7,109,7
2015,5,19,2015W19,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,2,1,4,10,8,23,7
2015,5,19,2015W19,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,2,,9,,12,,58,7
2015,5,19,2015W19,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,0,,,,,,,,,,,,,6,0,6,10,10,15,20,37,7
2015,5,19,2015W19,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,19,2015W19,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,1,2,2015W2,Magude-Sede,cs_magude,,,,,,,,,8,27,24,113,,,,,,,,,,,,,9,51,33,198,29,97,79,386,6
2015,1,2,2015W2,Facazissa,cs_facazissa,,,,,,,,,6,6,12,26,,,,,,,,,,,,,6,14,24,48,7,24,45,68,6
2015,1,2,2015W2,Moine,cs_moine,,,,,,,,,,4,,19,,,,,,,,,,,,,,5,,31,,35,,105,6
2015,1,2,2015W2,Motaze,cs_motaze,,,,,,,,,7,12,16,55,,,,,,,,,,,,,8,36,24,110,13,82,29,278,6
2015,1,2,2015W2,Panjane,cs_panjane,,,,,,,,,0,0,1,7,,,,,,,,,,,,,0,7,1,19,0,36,5,99,6
2015,1,2,2015W2,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,0,3,0,9,10,20,6
2015,1,2,2015W2,Chicutso,cs_chicutso,,,,,,,,,,0,,3,,,,,,,,,,,,,,0,,12,,4,,30,6
2015,1,2,2015W2,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,6,0,,,,,,,,,,,,,0,0,8,2,2,1,24,7,6
2015,1,2,2015W2,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,1,2,2015W2,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,5,20,2015W20,Magude-Sede,cs_magude,,,,,,,,,44,17,65,106,,,,,,,,,,,,,54,98,91,163,72,581,147,522,7
2015,5,20,2015W20,Facazissa,cs_facazissa,,,,,,,,,1,5,10,13,,,,,,,,,,,,,3,15,22,30,4,33,7,70,7
2015,5,20,2015W20,Moine,cs_moine,,,,,,,,,,2,,11,,,,,,,,,,,,,,5,,14,,27,,82,7
2015,5,20,2015W20,Motaze,cs_motaze,,,,,,,,,0,0,0,20,,,,,,,,,,,,,0,10,0,43,3,44,24,112,7
2015,5,20,2015W20,Panjane,cs_panjane,,,,,,,,,17,2,16,0,,,,,,,,,,,,,21,3,26,24,4,32,14,96,7
2015,5,20,2015W20,Mahel,cs_mahel,,,,,,,,,0,1,4,0,,,,,,,,,,,,,0,1,4,8,0,9,22,28,7
2015,5,20,2015W20,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,,9,,5,,57,7
2015,5,20,2015W20,Mapulanguene,cs_mapulanguene,,,,,,,,,0,1,4,0,,,,,,,,,,,,,0,2,6,3,2,10,34,29,7
2015,5,20,2015W20,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,20,2015W20,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,21,2015W21,Magude-Sede,cs_magude,,,,,,,,,25,72,66,74,,,,,,,,,,,,,51,141,81,110,61,534,115,255,7
2015,5,21,2015W21,Facazissa,cs_facazissa,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,10,0,20,1,18,10,60,7
2015,5,21,2015W21,Moine,cs_moine,,,,,,,,,,2,,17,,,,,,,,,,,,,,6,,17,,33,,77,7
2015,5,21,2015W21,Motaze,cs_motaze,,,,,,,,,0,7,0,27,,,,,,,,,,,,,0,18,0,63,0,70,7,194,7
2015,5,21,2015W21,Panjane,cs_panjane,,,,,,,,,15,0,12,6,,,,,,,,,,,,,15,2,22,24,10,22,10,107,7
2015,5,21,2015W21,Mahel,cs_mahel,,,,,,,,,0,0,4,4,,,,,,,,,,,,,0,1,4,14,0,5,10,46,7
2015,5,21,2015W21,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,12,,10,,52,7
2015,5,21,2015W21,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,4,3,,,,,,,,,,,,,2,0,10,8,2,8,18,31,7
2015,5,21,2015W21,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,5,21,2015W21,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,22,2015W22,Magude-Sede,cs_magude,,,,,,,,,40,12,70,25,,,,,,,,,,,,,53,62,102,86,68,361,178,403,7
2015,6,22,2015W22,Facazissa,cs_facazissa,,,,,,,,,4,1,10,14,,,,,,,,,,,,,4,8,10,38,9,19,23,75,7
2015,6,22,2015W22,Moine,cs_moine,,,,,,,,,,3,,11,,,,,,,,,,,,,,6,,24,,37,,75,7
2015,6,22,2015W22,Motaze,cs_motaze,,,,,,,,,0,4,0,15,,,,,,,,,,,,,0,12,0,42,0,45,95,148,7
2015,6,22,2015W22,Panjane,cs_panjane,,,,,,,,,4,1,11,3,,,,,,,,,,,,,4,2,27,25,7,16,8,86,7
2015,6,22,2015W22,Mahel,cs_mahel,,,,,,,,,2,0,0,0,,,,,,,,,,,,,2,0,0,2,2,4,8,22,7
2015,6,22,2015W22,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,0,,4,,5,,17,7
2015,6,22,2015W22,Mapulanguene,cs_mapulanguene,,,,,,,,,2,0,2,3,,,,,,,,,,,,,2,0,6,10,2,29,16,79,7
2015,6,22,2015W22,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,22,2015W22,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,23,2015W23,Magude-Sede,cs_magude,,,,,,,,,38,5,57,38,,,,,,,,,,,,,52,35,67,82,82,205,152,520,7
2015,6,23,2015W23,Facazissa,cs_facazissa,,,,,,,,,4,4,9,14,,,,,,,,,,,,,4,15,9,34,4,24,32,64,7
2015,6,23,2015W23,Moine,cs_moine,,,,,,,,,,2,,9,,,,,,,,,,,,,,2,,14,,12,,145,7
2015,6,23,2015W23,Motaze,cs_motaze,,,,,,,,,0,5,0,14,,,,,,,,,,,,,0,9,0,22,1,33,13,80,7
2015,6,23,2015W23,Panjane,cs_panjane,,,,,,,,,3,0,6,3,,,,,,,,,,,,,5,2,14,18,5,32,4,78,7
2015,6,23,2015W23,Mahel,cs_mahel,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,0,2,0,2,9,12,28,7
2015,6,23,2015W23,Chicutso,cs_chicutso,,,,,,,,,,0,,3,,,,,,,,,,,,,,0,,8,,1,,38,7
2015,6,23,2015W23,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,0,2,4,8,5,18,31,7
2015,6,23,2015W23,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,23,2015W23,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,24,2015W24,Magude-Sede,cs_magude,,,,,,,,,28,13,47,51,,,,,,,,,,,,,34,35,60,117,45,138,125,556,7
2015,6,24,2015W24,Facazissa,cs_facazissa,,,,,,,,,0,1,0,15,,,,,,,,,,,,,0,7,0,48,0,21,0,81,7
2015,6,24,2015W24,Moine,cs_moine,,,,,,,,,,3,,4,,,,,,,,,,,,,,5,,14,,25,,75,7
2015,6,24,2015W24,Motaze,cs_motaze,,,,,,,,,0,5,0,19,,,,,,,,,,,,,0,7,0,26,2,22,22,81,7
2015,6,24,2015W24,Panjane,cs_panjane,,,,,,,,,6,2,0,1,,,,,,,,,,,,,13,4,8,14,4,34,2,85,7
2015,6,24,2015W24,Mahel,cs_mahel,,,,,,,,,2,0,0,0,,,,,,,,,,,,,2,1,4,2,2,2,12,25,7
2015,6,24,2015W24,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,2,,10,,32,7
2015,6,24,2015W24,Mapulanguene,cs_mapulanguene,,,,,,,,,2,0,0,0,,,,,,,,,,,,,2,1,6,2,4,13,14,41,7
2015,6,24,2015W24,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,24,2015W24,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,25,2015W25,Magude-Sede,cs_magude,,,,,,,,,19,24,47,38,,,,,,,,,,,,,28,94,68,116,58,198,215,730,7
2015,6,25,2015W25,Facazissa,cs_facazissa,,,,,,,,,5,2,8,12,,,,,,,,,,,,,5,11,8,30,7,27,36,55,7
2015,6,25,2015W25,Moine,cs_moine,,,,,,,,,,2,,6,,,,,,,,,,,,,,6,,11,,28,,64,7
2015,6,25,2015W25,Motaze,cs_motaze,,,,,,,,,0,2,0,4,,,,,,,,,,,,,0,4,0,8,0,11,22,44,7
2015,6,25,2015W25,Panjane,cs_panjane,,,,,,,,,2,0,1,4,,,,,,,,,,,,,7,6,5,13,5,26,2,67,7
2015,6,25,2015W25,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,2,0,2,3,18,16,7
2015,6,25,2015W25,Chicutso,cs_chicutso,,,,,,,,,,0,,1,,,,,,,,,,,,,,0,,8,,5,,40,7
2015,6,25,2015W25,Mapulanguene,cs_mapulanguene,,,,,,,,,2,0,2,2,,,,,,,,,,,,,2,0,4,6,14,11,24,35,7
2015,6,25,2015W25,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,25,2015W25,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,26,2015W26,Magude-Sede,cs_magude,,,,,,,,,6,21,23,34,,,,,,,,,,,,,17,51,38,93,37,206,127,721,7
2015,6,26,2015W26,Facazissa,cs_facazissa,,,,,,,,,2,4,4,8,,,,,,,,,,,,,2,4,4,41,2,20,18,74,7
2015,6,26,2015W26,Moine,cs_moine,,,,,,,,,,4,,5,,,,,,,,,,,,,,6,,12,,20,,48,7
2015,6,26,2015W26,Motaze,cs_motaze,,,,,,,,,0,1,0,9,,,,,,,,,,,,,0,5,0,24,1,21,13,81,7
2015,6,26,2015W26,Panjane,cs_panjane,,,,,,,,,0,0,4,2,,,,,,,,,,,,,2,1,16,11,2,17,0,65,7
2015,6,26,2015W26,Mahel,cs_mahel,,,,,,,,,0,0,2,2,,,,,,,,,,,,,0,2,4,28,2,6,16,27,7
2015,6,26,2015W26,Chicutso,cs_chicutso,,,,,,,,,,0,,2,,,,,,,,,,,,,,2,,11,,8,,53,7
2015,6,26,2015W26,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,0,,,,,,,,,,,,,0,2,4,0,4,10,18,34,7
2015,6,26,2015W26,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,6,26,2015W26,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,27,2015W27,Magude-Sede,cs_magude,,,,,,,,,48,17,69,23,,,,,,,,,,,,,60,41,93,73,88,176,213,571,7
2015,7,27,2015W27,Facazissa,cs_facazissa,,,,,,,,,0,1,1,3,,,,,,,,,,,,,0,3,1,18,0,14,6,52,7
2015,7,27,2015W27,Moine,cs_moine,,,,,,,,,,3,,3,,,,,,,,,,,,,,4,,3,,15,,38,7
2015,7,27,2015W27,Motaze,cs_motaze,,,,,,,,,0,1,0,6,,,,,,,,,,,,,0,8,0,15,0,30,14,60,7
2015,7,27,2015W27,Panjane,cs_panjane,,,,,,,,,0,0,2,0,,,,,,,,,,,,,2,0,2,5,0,21,4,50,7
2015,7,27,2015W27,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,1,0,2,2,3,12,33,7
2015,7,27,2015W27,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,1,,5,,7,,29,7
2015,7,27,2015W27,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,0,,,,,,,,,,,,,2,0,4,6,2,6,16,29,7
2015,7,27,2015W27,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,27,2015W27,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,28,2015W28,Magude-Sede,cs_magude,,,,,,,,,32,10,55,23,,,,,,,,,,,,,82,42,107,71,70,210,217,669,7
2015,7,28,2015W28,Facazissa,cs_facazissa,,,,,,,,,0,1,4,3,,,,,,,,,,,,,0,8,4,22,1,20,22,59,7
2015,7,28,2015W28,Moine,cs_moine,,,,,,,,,,1,,7,,,,,,,,,,,,,,2,,9,,21,,52,7
2015,7,28,2015W28,Motaze,cs_motaze,,,,,,,,,0,0,0,2,,,,,,,,,,,,,0,3,0,8,0,7,33,35,7
2015,7,28,2015W28,Panjane,cs_panjane,,,,,,,,,4,0,2,1,,,,,,,,,,,,,12,3,6,5,2,18,4,50,7
2015,7,28,2015W28,Mahel,cs_mahel,,,,,,,,,0,0,2,0,,,,,,,,,,,,,2,1,2,4,2,4,12,32,7
2015,7,28,2015W28,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,4,,6,,14,,57,7
2015,7,28,2015W28,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,2,2,,,,,,,,,,,,,8,0,16,3,8,17,38,49,7
2015,7,28,2015W28,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,28,2015W28,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,29,2015W29,Magude-Sede,cs_magude,,,,,,,,,24,13,48,22,,,,,,,,,,,,,60,49,128,85,95,205,218,550,7
2015,7,29,2015W29,Facazissa,cs_facazissa,,,,,,,,,2,0,5,0,,,,,,,,,,,,,2,3,5,11,3,16,24,45,7
2015,7,29,2015W29,Moine,cs_moine,,,,,,,,,,1,,4,,,,,,,,,,,,,,1,,14,,27,,54,7
2015,7,29,2015W29,Motaze,cs_motaze,,,,,,,,,0,1,0,8,,,,,,,,,,,,,0,3,0,23,9,28,87,100,7
2015,7,29,2015W29,Panjane,cs_panjane,,,,,,,,,0,0,2,1,,,,,,,,,,,,,4,3,6,4,6,22,14,62,7
2015,7,29,2015W29,Mahel,cs_mahel,,,,,,,,,4,0,0,0,,,,,,,,,,,,,6,1,0,1,6,6,8,25,7
2015,7,29,2015W29,Chicutso,cs_chicutso,,,,,,,,,,0,,2,,,,,,,,,,,,,,3,,7,,9,,46,7
2015,7,29,2015W29,Mapulanguene,cs_mapulanguene,,,,,,,,,4,0,4,1,,,,,,,,,,,,,16,0,6,3,18,10,36,30,7
2015,7,29,2015W29,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,29,2015W29,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,1,3,2015W3,Magude-Sede,cs_magude,,,,,,,,,9,20,25,93,,,,,,,,,,,,,12,65,49,214,22,113,132,432,6
2015,1,3,2015W3,Facazissa,cs_facazissa,,,,,,,,,10,1,32,11,,,,,,,,,,,,,10,8,55,42,10,18,82,72,6
2015,1,3,2015W3,Moine,cs_moine,,,,,,,,,,8,,34,,,,,,,,,,,,,,15,,65,,34,,141,6
2015,1,3,2015W3,Motaze,cs_motaze,,,,,,,,,7,12,28,50,,,,,,,,,,,,,13,29,39,101,14,76,36,294,6
2015,1,3,2015W3,Panjane,cs_panjane,,,,,,,,,0,3,14,4,,,,,,,,,,,,,0,6,18,7,0,22,31,102,6
2015,1,3,2015W3,Mahel,cs_mahel,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,9,0,8,8,15,6
2015,1,3,2015W3,Chicutso,cs_chicutso,,,,,,,,,,0,,2,,,,,,,,,,,,,,0,,11,,5,,37,6
2015,1,3,2015W3,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,4,1,,,,,,,,,,,,,4,2,4,6,6,5,16,13,6
2015,1,3,2015W3,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,1,3,2015W3,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2015,7,30,2015W30,Magude-Sede,cs_magude,,,,,,,,,19,9,33,27,,,,,,,,,,,,,34,41,54,71,47,266,120,652,7
2015,7,30,2015W30,Facazissa,cs_facazissa,,,,,,,,,6,0,5,1,,,,,,,,,,,,,6,0,5,25,15,11,24,54,7
2015,7,30,2015W30,Moine,cs_moine,,,,,,,,,,2,,9,,,,,,,,,,,,,,3,,12,,34,,59,7
2015,7,30,2015W30,Motaze,cs_motaze,,,,,,,,,0,5,0,12,,,,,,,,,,,,,0,11,0,36,4,64,47,155,7
2015,7,30,2015W30,Panjane,cs_panjane,,,,,,,,,0,0,1,0,,,,,,,,,,,,,0,4,13,12,0,24,3,72,7
2015,7,30,2015W30,Mahel,cs_mahel,,,,,,,,,0,0,4,0,,,,,,,,,,,,,0,0,4,1,0,6,20,25,7
2015,7,30,2015W30,Chicutso,cs_chicutso,,,,,,,,,,0,,0,,,,,,,,,,,,,,2,,9,,15,,56,7
2015,7,30,2015W30,Mapulanguene,cs_mapulanguene,,,,,,,,,0,0,4,1,,,,,,,,,,,,,0,0,4,2,0,11,20,43,7
2015,7,30,2015W30,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,7,30,2015W30,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,31,2015W31,Magude-Sede,cs_magude,,,,,,,,,11,11,27,19,,,,,,,,,,,,,25,38,61,78,36,225,120,673,7
2015,8,31,2015W31,Facazissa,cs_facazissa,,,,,,,,,13,1,42,5,,,,,,,,,,,,,21,2,68,20,29,14,111,51,7
2015,8,31,2015W31,Moine,cs_moine,,,,,,,,,,2,,5,,,,,,,,,,,,,,3,,11,,26,,63,7
2015,8,31,2015W31,Motaze,cs_motaze,,,,,,,,,0,0,0,10,,,,,,,,,,,,,0,7,0,36,5,39,29,162,7
2015,8,31,2015W31,Panjane,cs_panjane,,,,,,,,,2,1,5,2,,,,,,,,,,,,,12,5,29,14,10,25,7,74,7
2015,8,31,2015W31,Mahel,cs_mahel,,,,,,,,,4,0,0,0,,,,,,,,,,,,,6,0,0,4,6,5,20,27,7
2015,8,31,2015W31,Chicutso,cs_chicutso,,,,,,,,,,1,,0,,,,,,,,,,,,,,2,,6,,12,,54,7
2015,8,31,2015W31,Mapulanguene,cs_mapulanguene,,,,,,,,,4,0,0,0,,,,,,,,,,,,,6,1,0,3,6,12,20,39,7
2015,8,31,2015W31,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,31,2015W31,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,32,2015W32,Magude-Sede,cs_magude,,,,,,,,,15,11,22,19,,,,,,,,,,,,,29,38,47,78,35,225,103,673,7
2015,8,32,2015W32,Facazissa,cs_facazissa,,,,,,,,,5,1,8,5,,,,,,,,,,,,,5,2,18,20,6,14,41,51,7
2015,8,32,2015W32,Moine,cs_moine,,,,,,,,,,2,,5,,,,,,,,,,,,,,3,,11,,26,,63,7
2015,8,32,2015W32,Motaze,cs_motaze,,,,,,,,,0,0,0,10,,,,,,,,,,,,,0,7,0,36,3,39,23,162,7
2015,8,32,2015W32,Panjane,cs_panjane,,,,,,,,,0,1,4,2,,,,,,,,,,,,,0,5,8,14,0,25,7,74,7
2015,8,32,2015W32,Mahel,cs_mahel,,,,,,,,,4,0,0,0,,,,,,,,,,,,,4,0,0,4,6,5,4,27,7
2015,8,32,2015W32,Chicutso,cs_chicutso,,,,,,,,,,1,,0,,,,,,,,,,,,,,2,,6,,12,,54,7
2015,8,32,2015W32,Mapulanguene,cs_mapulanguene,,,,,,,,,4,0,0,0,,,,,,,,,,,,,4,1,0,3,6,12,4,39,7
2015,8,32,2015W32,Chichuco,cs_chichuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2015,8,32,2015W32,Captine,cs_caputine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
