date	min_prevalence	average_prevalence	max_prevalence	avg_itn_hh
20440306	0.0	0.0314859506246	1.0	NaN
20440307	0.0	0.0303406837724	1.0	NaN
20440308	0.0	0.0301703022592	1.0	NaN
20440309	0.0	0.0299331333388	1.0	NaN
20440310	0.0	0.0276438373745	1.0	NaN
20440311	0.0	0.0255256477945	1.0	NaN
20440312	0.0	0.0262495860004	1.0	NaN
20440313	0.0	0.026584864443	1.0	NaN
20440314	0.0	0.0278368876316	1.0	NaN
20440315	0.0	0.0234153801072	1.0	NaN
20440316	0.0	0.022176763068	1.0	NaN
20440317	0.0	0.0246475375434	1.0	NaN
20440318	0.0	0.0235845426702	1.0	NaN
20440319	0.0	0.0265619519192	1.0	NaN
20440320	0.0	0.0228698669706	0.5	NaN
20440321	0.0	0.0199258515259	0.5	NaN
20440322	0.0	0.0201817892391	1.0	NaN
20440323	0.0	0.0247923252299	1.0	NaN
20440324	0.0	0.0238826236109	1.0	NaN
20440325	0.0	0.0254304632293	1.0	NaN
20440326	0.0	0.0257199168759	1.0	NaN
20440327	0.0	0.0280190908879	1.0	NaN
20440328	0.0	0.0261288077847	1.0	NaN
20440329	0.0	0.0290647793209	1.0	NaN
20440330	0.0	0.0321777138255	1.0	NaN
20440331	0.0	0.0292015234008	1.0	NaN
20440401	0.0	0.0263674390326	1.0	NaN
20440402	0.0	0.0213825780194	0.666666686535	NaN
20440403	0.0	0.028394053665	1.0	NaN
20440404	0.0	0.0255398602552	1.0	NaN
20440405	0.0	0.0277534405877	1.0	NaN
20440406	0.0	0.024130655654	1.0	NaN
20440407	0.0	0.0270384742904	1.0	NaN
20440408	0.0	0.027629896797	1.0	NaN
20440409	0.0	0.0250760035942	1.0	NaN
20440410	0.0	0.0255963728839	1.0	NaN
20440411	0.0	0.0245475904966	1.0	NaN
20440412	0.0	0.0209374900001	1.0	NaN
20440413	0.0	0.0168001109331	0.666666686535	NaN
20440414	0.0	0.0187924879074	1.0	NaN
20440415	0.0	0.0215608812869	1.0	NaN
20440416	0.0	0.0204146456577	1.0	NaN
20440417	0.0	0.020912018227	0.666666686535	NaN
20440418	0.0	0.0196962762825	1.0	NaN
20440419	0.0	0.0243736372354	1.0	NaN
20440420	0.0	0.0220973379658	1.0	NaN
20440421	0.0	0.0243978528558	1.0	NaN
20440422	0.0	0.0290013576379	1.0	NaN
20440423	0.0	0.0249609160363	1.0	NaN
20440424	0.0	0.0239941181766	1.0	NaN
20440425	0.0	0.0277798407132	1.0	NaN
20440426	0.0	0.0216629751832	1.0	NaN
20440427	0.0	0.0262917454883	1.0	NaN
20440428	0.0	0.0231056953151	1.0	NaN
20440429	0.0	0.0203305987792	1.0	NaN
20440430	0.0	0.0235883208445	1.0	NaN
20440501	0.0	0.0259746357396	1.0	NaN
20440502	0.0	0.0210424714243	1.0	NaN
20440503	0.0	0.021846847206	1.0	NaN
20440504	0.0	0.0235159270642	1.0	NaN
20440505	0.0	0.0244141467721	1.0	NaN
20440506	0.0	0.019921707669	1.0	NaN
20440507	0.0	0.0241661306873	1.0	NaN
20440508	0.0	0.0220814568016	1.0	NaN
20440509	0.0	0.0207542366021	1.0	NaN
20440510	0.0	0.0245683186662	1.0	NaN
20440511	0.0	0.022660729274	1.0	NaN
20440512	0.0	0.0207101178381	1.0	NaN
20440513	0.0	0.0227718793258	1.0	NaN
20440514	0.0	0.0208815960969	1.0	NaN
20440515	0.0	0.0190462786704	1.0	NaN
20440516	0.0	0.0241674712884	1.0	NaN
20440517	0.0	0.0220090629457	1.0	NaN
20440518	0.0	0.0209365618365	1.0	NaN
20440519	0.0	0.0221699379712	1.0	NaN
20440520	0.0	0.0199766733331	1.0	NaN
20440521	0.0	0.0205544833018	1.0	NaN
20440522	0.0	0.0212971903006	1.0	NaN
20440523	0.0	0.021824056484	1.0	NaN
20440524	0.0	0.0226512228491	1.0	0.315909090909
20440525	0.0	0.0188371409989	1.0	NaN
20440526	0.0	0.0183363776226	1.0	NaN
20440527	0.0	0.0182683211122	1.0	NaN
20440528	0.0	0.0164863132192	1.0	NaN
20440529	0.0	0.015197971282	0.666666686535	NaN
20440530	0.0	0.0141780700761	0.666666686535	NaN
20440531	0.0	0.0148319803631	0.666666686535	NaN
20440601	0.0	0.0127583467024	0.5	NaN
20440602	0.0	0.0140500796984	0.666666686535	NaN
20440603	0.0	0.0167544384588	1.0	NaN
20440604	0.0	0.0192302598719	1.0	NaN
20440605	0.0	0.0173544081406	1.0	NaN
20440606	0.0	0.0154295840955	1.0	NaN
20440607	0.0	0.0189028315976	1.0	NaN
20440608	0.0	0.0172716048169	1.0	NaN
20440609	0.0	0.0191595221467	1.0	NaN
20440610	0.0	0.0173801954685	1.0	NaN
20440611	0.0	0.0213956868503	1.0	NaN
20440612	0.0	0.0192758412277	1.0	NaN
20440613	0.0	0.0174502234126	1.0	NaN
20440614	0.0	0.0189487282564	1.0	NaN
20440615	0.0	0.018675240537	1.0	NaN
20440616	0.0	0.0185616028092	1.0	NaN
20440617	0.0	0.0173801954685	1.0	NaN
20440618	0.0	0.0186098652665	1.0	NaN
20440619	0.0	0.0184795091407	1.0	NaN
20440620	0.0	0.0186219309532	1.0	NaN
20440621	0.0	0.0181979776763	1.0	NaN
20440622	0.0	0.0172391143955	1.0	NaN
20440623	0.0	0.0181054744517	1.0	NaN
20440624	0.0	0.0172424264554	1.0	NaN
20440625	0.0	0.0149442774646	1.0	NaN
20440626	0.0	0.0159175722054	1.0	NaN
20440627	0.0	0.0137246228578	1.0	NaN
20440628	0.0	0.0124429841274	1.0	NaN
20440629	0.0	0.0134132821113	1.0	NaN
20440630	0.0	0.0138261950625	1.0	NaN
20440701	0.0	0.0127158409639	1.0	NaN
20440702	0.0	0.0126909999605	1.0	NaN
20440703	0.0	0.0152006525345	1.0	NaN
20440704	0.0	0.0111519609377	1.0	NaN
20440705	0.0	0.00872779309095	0.5	NaN
20440706	0.0	0.0112967486493	0.5	NaN
20440707	0.0	0.0114066799146	0.5	NaN
20440708	0.0	0.0114157489073	0.5	NaN
20440709	0.0	0.0113047923566	0.5	NaN
20440710	0.0	0.0115782801012	0.5	NaN
20440711	0.0	0.00795858897067	0.5	NaN
20440712	0.0	0.00868252711371	0.5	NaN
20440713	0.0	0.0100643975106	0.5	NaN
20440714	0.0	0.00873078969685	0.5	NaN
20440715	0.0	0.0103435632773	0.5	NaN
20440716	0.0	0.00686298179868	0.5	NaN
20440717	0.0	0.00953753136501	0.5	NaN
20440718	0.0	0.00843317066697	1.0	NaN
20440719	0.0	0.0103620165279	1.0	NaN
20440720	0.0	0.00932839369351	0.666666686535	NaN
20440721	0.0	0.0103419070963	1.0	NaN
20440722	0.0	0.0135325978737	1.0	NaN
20440723	0.0	0.0126327221987	1.0	NaN
20440724	0.0	0.0131934193919	1.0	NaN
20440725	0.0	0.0140095454691	1.0	NaN
20440726	0.0	0.0136358261209	1.0	NaN
20440727	0.0	0.013108644496	1.0	NaN
20440728	0.0	0.0146637710592	1.0	NaN
20440729	0.0	0.016165272597	1.0	NaN
20440730	0.0	0.015968200587	1.0	NaN
20440731	0.0	0.0157268878349	1.0	NaN
20440801	0.0	0.0140216110803	1.0	NaN
20440802	0.0	0.0111419457086	0.666666686535	NaN
20440803	0.0	0.0105105106643	0.5	NaN
20440804	0.0	0.0106432326012	1.0	NaN
20440805	0.0	0.00713213228595	0.666666686535	NaN
20440806	0.0	0.0100801695717	1.0	NaN
20440807	0.0	0.00910285298989	1.0	NaN
20440808	0.0	0.00989248192038	1.0	NaN
20440809	0.0	0.0120967869974	1.0	NaN
20440810	0.0	0.00828775213528	0.5	NaN
20440811	0.0	0.00965684707704	1.0	NaN
20440812	0.0	0.0102584728392	1.0	NaN
20440813	0.0	0.00998530057385	1.0	NaN
20440814	0.0	0.0103365447045	1.0	NaN
20440815	0.0	0.010168966359	1.0	NaN
20440816	0.0	0.00702519761398	0.5	NaN
20440817	0.0	0.00475953906976	0.333333343267	NaN
20440818	0.0	0.00575830567175	0.5	NaN
20440819	0.0	0.00420049785611	0.333333343267	NaN
20440820	0.0	0.00511480505402	0.333333343267	NaN
20440821	0.0	0.00357710663229	0.333333343267	NaN
20440822	0.0	0.00451018257268	0.333333343267	NaN
20440823	0.0	0.00681471927847	0.5	0.496103896104
20440824	0.0	0.00891650588931	1.0	NaN
20440825	0.0	0.00811780806681	0.5	NaN
20440826	0.0	0.0122305342449	1.0	NaN
20440827	0.0	0.0110296484435	1.0	NaN
20440828	0.0	0.00782823274415	0.5	NaN
20440829	0.0	0.00715255705841	0.5	NaN
20440830	0.0	0.0117318212256	1.0	NaN
20440831	0.0	0.00864301810696	0.5	NaN
20440901	0.0	0.00973294729468	1.0	NaN
20440902	0.0	0.00771562013825	0.5	NaN
20440903	0.0	0.00936861240582	0.5	NaN
20440904	0.0	0.00679094285226	0.5	NaN
20440905	0.0	0.00970479409286	1.0	NaN
20440906	0.0	0.00882333240195	0.5	NaN
20440907	0.0	0.00630161425451	0.40000000596	NaN
20440908	0.0	0.00460840312361	0.5	NaN
20440909	0.0	0.0064088643302	0.5	NaN
20440910	0.0	0.00747064039161	0.5	NaN
20440911	0.0	0.00438317793698	0.333333343267	NaN
20440912	0.0	0.00631770174447	0.5	NaN
20440913	0.0	0.0055937635511	0.333333343267	NaN
20440914	0.0	0.00861687598297	0.5	NaN
20440915	0.0	0.0055937635511	0.333333343267	NaN
20440916	0.0	0.00834875070565	0.5	NaN
20440917	0.0	0.0084895164882	0.5	NaN
20440918	0.0	0.00730306212161	0.5	NaN
20440919	0.0	0.00721860271753	0.333333343267	NaN
20440920	0.0	0.00482558461561	0.333333343267	NaN
20440921	0.0	0.0079425409109	0.5	NaN
20440922	0.0	0.00434295911141	0.333333343267	NaN
20440923	0.0	0.00650471913301	0.5	NaN
20440924	0.0	0.00563666359144	0.333333343267	NaN
20440925	0.0	0.00507360046125	0.5	NaN
20440926	0.0	0.00547578837723	0.5	NaN
20440927	0.0	0.00628016415883	0.5	NaN
20440928	0.0	0.00603885145707	0.5	NaN
20440929	0.0	0.00561655415977	0.5	NaN
20440930	0.0	0.00377417868003	0.333333343267	NaN
20441001	0.0	0.00713244767709	0.5	NaN
20441002	0.0	0.00715255705841	0.5	NaN
20441003	0.0	0.00729332284096	0.5	NaN
20441004	0.0	0.00675036914244	0.5	NaN
20441005	0.0	0.00504107052158	0.5	NaN
20441006	0.0	0.00526629575855	0.5	NaN
20441007	0.0	0.00462279510307	0.5	NaN
20441008	0.0	0.00301404348952	0.5	NaN
20441009	0.0	0.00391896629102	0.5	NaN
20441010	0.0	0.00357710656937	0.5	NaN
20441011	0.0	0.00357710656937	0.5	NaN
20441012	0.0	0.00222977710183	0.333333343267	NaN
20441013	0.0	0.00442406696242	0.5	NaN
20441014	0.0	0.00247108984134	0.333333343267	NaN
20441015	0.0	0.00560815548021	0.5	NaN
20441016	0.0	0.00351677837505	0.5	NaN
20441017	0.0	0.00399372592015	0.5	NaN
20441018	0.0	0.00446191997695	0.5	NaN
20441019	0.0	0.00407984145489	0.5	NaN
20441020	0.0	0.00389885689711	0.5	NaN
20441021	0.0	0.00425648869242	0.5	NaN
20441022	0.0	0.00460505155796	0.5	NaN
20441023	0.0	0.00385430082679	0.333333343267	NaN
20441024	0.0	0.00685730387734	0.5	NaN
20441025	0.0	0.00321080010837	0.5	NaN
20441026	0.0	0.00482625491615	0.5	NaN
20441027	0.0	0.0048999893479	0.5	NaN
20441028	0.0	0.00731311683115	0.5	NaN
20441029	0.0	0.00560381821029	0.5	NaN
20441030	0.0	0.00594165605317	0.5	NaN
20441031	0.0	0.00256327762445	0.333333343267	NaN
20441101	0.0	0.00410231672278	0.333333343267	NaN
20441102	0.0	0.00481552994382	0.333333343267	NaN
20441103	0.0	0.00425246686398	0.333333343267	NaN
20441104	0.0	0.00368940378413	0.333333343267	NaN
20441105	0.0	0.00368940378413	0.333333343267	NaN
20441106	0.0	0.00441334202785	0.333333343267	NaN
20441107	0.0	0.00243323686457	0.333333343267	NaN
20441108	0.0	0.00618699072181	0.333333343267	NaN
20441109	0.0	0.00229412716234	0.333333343267	NaN
20441110	0.0	0.00694878194229	0.333333343267	NaN
20441111	0.0	0.00229412716234	0.166666671634	NaN
20441112	0.0	0.00582265578261	0.333333343267	NaN
20441113	0.0	0.00491071442092	0.333333343267	NaN
20441114	0.0	0.00578511824731	0.333333343267	NaN
20441115	0.0	0.00657340651378	0.5	NaN
20441116	0.0	0.00389885689711	0.5	NaN
20441117	0.0	0.00401549138179	0.5	NaN
20441118	0.0	0.00512553002635	0.5	NaN
20441119	0.0	0.00341623140549	0.5	NaN
20441120	0.0	0.00414016964921	0.5	NaN
20441121	0.0	0.00156616705243	0.166666671634	NaN
20441122	0.0	0.00325535624162	0.5	NaN
20441123	0.0	0.000198728140645	0.0588235296309	NaN
20441124	0.0	0.0002413127521	0.0714285746217	NaN
20441125	0.0	0.000198728140645	0.0588235296309	NaN
20441126	0.0	0.0	0.0	NaN
20441127	0.0	0.000198728140645	0.0588235296309	NaN
20441128	0.0	0.0	0.0	NaN
20441129	0.0	0.0	0.0	NaN
20441130	0.0	0.0	0.0	NaN
20441201	0.0	0.00337837847906	0.333333343267	NaN
20441202	0.0	0.0	0.0	NaN
20441203	0.0	0.00337837847906	0.333333343267	NaN
20441204	0.0	0.00112612615969	0.333333343267	NaN
20441205	0.0	0.00337837847906	0.333333343267	NaN
20441206	0.0	0.00112612615969	0.333333343267	NaN
20441207	0.0	0.00337837847906	0.333333343267	NaN
20441208	0.0	0.00112612615969	0.333333343267	NaN
20441209	0.0	0.00337837847906	0.333333343267	NaN
20441210	0.0	0.00225225231937	0.333333343267	NaN
20441211	0.0	0.00225225231937	0.333333343267	NaN
20441212	0.0	0.00112612615969	0.333333343267	NaN
20441213	0.0	0.00112612615969	0.333333343267	NaN
20441214	0.0	0.00112612615969	0.333333343267	NaN
20441215	0.0	0.00112612615969	0.333333343267	NaN
20441216	0.0	0.0	0.0	NaN
20441217	0.0	0.0	0.0	NaN
20441218	0.0	0.00112612615969	0.333333343267	NaN
20441219	0.0	0.0	0.0	NaN
20441220	0.0	0.0	0.0	NaN
20441221	0.0	0.0	0.0	NaN
