date	funestus_sc_1.5_arabiensis_sc_5.5	funestus_sc_1_arabiensis_sc_18	funestus_sc_4_arabiensis_sc_57	observed
20130103	0.0280000008643	0.0193423591554	0.0583941601217	NaN
20130104	0.0270000007003	0.0193236712366	0.0615224204957	NaN
20130105	0.0329999998212	0.0183574873954	0.0510948896408	NaN
20130106	0.0279720276594	0.0173913035542	0.0583941601217	NaN
20130107	0.0280000008643	0.0173913035542	0.0552659034729	NaN
20130108	0.0270270276815	0.015458936803	0.0583941601217	NaN
20130109	0.0270270276815	0.015458936803	0.0656249970198	NaN
20130110	0.0220220219344	0.015458936803	0.0614583343267	NaN
20130111	0.0260521043092	0.0183397680521	0.0583333335817	NaN
20130112	0.0250500999391	0.0173745173961	0.0635416656733	NaN
20130113	0.0260521043092	0.0144787644967	0.0697916671634	NaN
20130114	0.0250752251595	0.0144787644967	0.0636079236865	NaN
20130115	0.0250250250101	0.0183397680521	0.0688216909766	NaN
20130116	0.0260260254145	0.0135135138407	0.0656934306025	NaN
20130117	0.0280280280858	0.0183397680521	0.067849688232	NaN
20130118	0.0260260254145	0.0115830115974	0.0594989545643	NaN
20130119	0.0260000005364	0.0222007725388	0.0605427958071	NaN
20130120	0.0250000003725	0.0183397680521	0.0542797483504	NaN
20130121	0.0250000003725	0.0212355218828	0.0532359071076	NaN
20130122	0.0230000000447	0.0212355218828	0.0553235895932	NaN
20130123	0.0240000002086	0.0231884066015	0.0594989545643	NaN
20130124	0.0260000005364	0.0164092667401	0.0448851771653	NaN
20130125	0.0269730277359	0.0173745173961	0.0542797483504	NaN
20130126	0.0229770224541	0.0164092667401	0.0501043833792	NaN
20130127	0.0249750241637	0.0164092667401	0.0553235895932	NaN
20130128	0.0229770224541	0.0202702693641	0.0543364696205	NaN
20130129	0.0239760242403	0.0202702693641	0.051148224622	NaN
20130130	0.0259481035173	0.0193050187081	0.056367430836	NaN
20130131	0.0269730277359	0.0212355218828	0.0657620057464	NaN
20130201	0.0249750241637	0.017357762903	0.0574112720787	NaN
20130202	0.0289710294455	0.0125482622534	0.067849688232	NaN
